iteration,start_time,end_time,duration
1,2025-04-18T14:27:05.482907,2025-04-18T14:30:41.486272,216.0
2,2025-04-18T14:31:01.503746,2025-04-18T14:34:54.628898,233.13
3,2025-04-18T14:35:14.649056,2025-04-18T14:39:09.081572,234.43
4,2025-04-18T14:39:29.099794,2025-04-18T14:43:12.491663,223.39
