iteration,start_time,end_time,duration
1,2025-04-29T16:46:09.063559,2025-04-29T16:46:14.783807,5.72
2,2025-04-29T16:46:19.787249,2025-04-29T16:46:29.778397,9.99
3,2025-04-29T16:46:34.779796,2025-04-29T16:46:38.643017,3.86
4,2025-04-29T16:46:43.647966,2025-04-29T16:46:51.827098,8.18
5,2025-04-29T16:46:56.827348,2025-04-29T16:47:00.999349,4.17
6,2025-04-29T16:47:05.999830,2025-04-29T16:47:15.118903,9.12
7,2025-04-29T16:47:20.123000,2025-04-29T16:47:25.970569,5.85
8,2025-04-29T16:47:30.974299,2025-04-29T16:47:37.368794,6.39
9,2025-04-29T16:47:42.369136,2025-04-29T16:47:47.659989,5.29
10,2025-04-29T16:47:52.662237,2025-04-29T16:48:03.091036,10.43
11,2025-04-29T16:48:08.094251,2025-04-29T16:48:11.352319,3.26
12,2025-04-29T16:48:16.357693,2025-04-29T16:48:29.312511,12.95
13,2025-04-29T16:48:34.312717,2025-04-29T16:48:41.579557,7.27
14,2025-04-29T16:48:46.584712,2025-04-29T16:48:55.784709,9.2
15,2025-04-29T16:49:00.789861,2025-04-29T16:49:08.585933,7.8
16,2025-04-29T16:49:13.590246,2025-04-29T16:49:23.172048,9.58
17,2025-04-29T16:49:28.174242,2025-04-29T16:49:30.384881,2.21
18,2025-04-29T16:49:35.386249,2025-04-29T16:49:44.141128,8.75
19,2025-04-29T16:49:49.146255,2025-04-29T16:49:51.644005,2.5
20,2025-04-29T16:49:56.646269,2025-04-29T16:50:03.346992,6.7
