traffic,avg_duration,std_dev
Traffic1,26.125,2.461579777297498
Traffic2,26.325,2.0296243494794792
Traffic3,26.625,3.276335605520289
Traffic4,26.05,2.4387496796514396
Traffic5,25.875,2.8912583765550943
Traffic6,25.875,2.4717149916606487
