traffic,avg_duration,std_dev
Traffic1,15.25,1.5288884851420654
Traffic2,15.55,1.3407087677791922
Traffic3,15.6,1.42828568570857
Traffic4,15.225,1.7956544767855538
Traffic5,15.025,1.557040461902002
Traffic6,15.45,1.413329402510257
