start_time,end_time,transfer,bandwidth
0.0,1.0,402 KBytes,3.29 Mbits/sec
1.0,2.0,891 KBytes,7.30 Mbits/sec
2.0,3.0,1.80 MBytes,15.1 Mbits/sec
3.0,4.0,1.93 MBytes,16.2 Mbits/sec
4.0,5.0,2.05 MBytes,17.2 Mbits/sec
5.0,6.0,1.55 MBytes,13.0 Mbits/sec
6.0,7.0,2.24 MBytes,18.8 Mbits/sec
7.0,8.0,1.86 MBytes,15.6 Mbits/sec
8.0,9.0,2.36 MBytes,19.8 Mbits/sec
9.0,10.0,2.17 MBytes,18.2 Mbits/sec
10.0,11.0,2.17 MBytes,18.2 Mbits/sec
11.0,11.16,891 KBytes,47.1 Mbits/sec
0.0,11.16,20.3 MBytes,15.2 Mbits/sec
0.0,11.21,19.2 MBytes,14.4 Mbits/sec
