start_time,end_time,transfer,bandwidth
0.0,1.0,1.46 MBytes,12.3 Mbits/sec
1.0,2.0,2.24 MBytes,18.8 Mbits/sec
2.0,3.0,2.05 MBytes,17.2 Mbits/sec
3.0,4.0,1.99 MBytes,16.7 Mbits/sec
4.0,5.0,2.80 MBytes,23.5 Mbits/sec
5.0,6.0,1.55 MBytes,13.0 Mbits/sec
6.0,7.0,1.55 MBytes,13.0 Mbits/sec
7.0,8.0,1.55 MBytes,13.0 Mbits/sec
8.0,9.0,2.17 MBytes,18.3 Mbits/sec
9.0,10.0,2.49 MBytes,20.9 Mbits/sec
10.0,10.04,318 KBytes,65.5 Mbits/sec
0.0,10.04,20.2 MBytes,16.9 Mbits/sec
0.0,10.07,19.5 MBytes,16.3 Mbits/sec
