iteration,start_time,end_time,duration
1,2025-05-15T14:10:19.034464,2025-05-15T14:10:20.180969,1.15
2,2025-05-15T14:10:23.182275,2025-05-15T14:10:28.115683,4.93
3,2025-05-15T14:10:31.118275,2025-05-15T14:10:36.717676,5.6
4,2025-05-15T14:10:39.717858,2025-05-15T14:10:49.344114,9.63
5,2025-05-15T14:10:52.346244,2025-05-15T14:11:00.259986,7.91
6,2025-05-15T14:11:03.262239,2025-05-15T14:11:09.836982,6.57
7,2025-05-15T14:11:12.838280,2025-05-15T14:11:22.348520,9.51
8,2025-05-15T14:11:25.350269,2025-05-15T14:11:31.509967,6.16
9,2025-05-15T14:11:34.510252,2025-05-15T14:11:41.849932,7.34
10,2025-05-15T14:11:44.850264,2025-05-15T14:11:51.862732,7.01
11,2025-05-15T14:11:54.865439,2025-05-15T14:12:02.467951,7.6
12,2025-05-15T14:12:05.470249,2025-05-15T14:12:11.642928,6.17
13,2025-05-15T14:12:14.643159,2025-05-15T14:12:21.985553,7.34
14,2025-05-15T14:12:24.986259,2025-05-15T14:12:32.257952,7.27
15,2025-05-15T14:12:35.258234,2025-05-15T14:12:41.903888,6.65
16,2025-05-15T14:12:44.906199,2025-05-15T14:12:51.477977,6.57
17,2025-05-15T14:12:54.478258,2025-05-15T14:13:00.187514,5.71
18,2025-05-15T14:13:03.187713,2025-05-15T14:13:09.297148,6.11
19,2025-05-15T14:13:12.298247,2025-05-15T14:13:20.723285,8.43
20,2025-05-15T14:13:23.726338,2025-05-15T14:13:29.453401,5.73
