iteration,start_time,end_time,duration
1,2025-04-29T15:46:56.666991,2025-04-29T15:47:00.470776,3.8
2,2025-04-29T15:47:03.470917,2025-04-29T15:47:06.580755,3.11
3,2025-04-29T15:47:09.581051,2025-04-29T15:47:12.948994,3.37
4,2025-04-29T15:47:15.949307,2025-04-29T15:47:22.676739,6.73
5,2025-04-29T15:47:25.678248,2025-04-29T15:47:32.707646,7.03
6,2025-04-29T15:47:35.710248,2025-04-29T15:47:45.537245,9.83
7,2025-04-29T15:47:48.538904,2025-04-29T15:47:55.811400,7.27
8,2025-04-29T15:47:58.812925,2025-04-29T15:48:04.233470,5.42
9,2025-04-29T15:48:07.234260,2025-04-29T15:48:15.798295,8.56
10,2025-04-29T15:48:18.798908,2025-04-29T15:48:22.217740,3.42
11,2025-04-29T15:48:25.219591,2025-04-29T15:48:35.388980,10.17
12,2025-04-29T15:48:38.391076,2025-04-29T15:48:42.943127,4.55
13,2025-04-29T15:48:45.946260,2025-04-29T15:48:51.333491,5.39
14,2025-04-29T15:48:54.334413,2025-04-29T15:49:02.317813,7.98
15,2025-04-29T15:49:05.318788,2025-04-29T15:49:15.535636,10.22
16,2025-04-29T15:49:18.536094,2025-04-29T15:49:24.465722,5.93
17,2025-04-29T15:49:27.466239,2025-04-29T15:49:31.253435,3.79
18,2025-04-29T15:49:34.254106,2025-04-29T15:49:37.474848,3.22
19,2025-04-29T15:49:40.476288,2025-04-29T15:49:45.068199,4.59
20,2025-04-29T15:49:48.070085,2025-04-29T15:49:51.165042,3.09
