iteration,start_time,end_time,duration
1,2025-05-02T11:50:12.541710,2025-05-02T11:50:47.168403,34.63
2,2025-05-02T11:50:52.170295,2025-05-02T11:51:25.256308,33.09
3,2025-05-02T11:51:30.258318,2025-05-02T11:52:06.204888,35.95
4,2025-05-02T11:52:11.206246,2025-05-02T11:52:46.093902,34.89
5,2025-05-02T11:52:51.098413,2025-05-02T11:53:25.371938,34.27
6,2025-05-02T11:53:30.374240,2025-05-02T11:54:02.982973,32.61
7,2025-05-02T11:54:07.986254,2025-05-02T11:54:40.844537,32.86
8,2025-05-02T11:54:45.846288,2025-05-02T11:55:18.573853,32.73
9,2025-05-02T11:55:23.578269,2025-05-02T11:55:59.954964,36.38
10,2025-05-02T11:56:04.956459,2025-05-02T11:56:39.410392,34.45
11,2025-05-02T11:56:44.414241,2025-05-02T11:57:20.070804,35.66
12,2025-05-02T11:57:25.071083,2025-05-02T11:57:57.525631,32.45
13,2025-05-02T11:58:02.526338,2025-05-02T11:58:32.731755,30.21
14,2025-05-02T11:58:37.734247,2025-05-02T11:59:13.594695,35.86
15,2025-05-02T11:59:18.595121,2025-05-02T11:59:51.122377,32.53
16,2025-05-02T11:59:56.127038,2025-05-02T12:00:33.385199,37.26
17,2025-05-02T12:00:38.390274,2025-05-02T12:01:10.620215,32.23
18,2025-05-02T12:01:15.622272,2025-05-02T12:01:52.026053,36.4
19,2025-05-02T12:01:57.031242,2025-05-02T12:02:30.670391,33.64
20,2025-05-02T12:02:35.674263,2025-05-02T12:03:11.113426,35.44
