start_time,end_time,transfer,bandwidth
0.0,1.0,675 KBytes,5.53 Mbits/sec
1.0,2.0,1.06 MBytes,8.86 Mbits/sec
2.0,3.0,1.37 MBytes,11.5 Mbits/sec
3.0,4.0,1.49 MBytes,12.5 Mbits/sec
4.0,5.0,1.68 MBytes,14.1 Mbits/sec
5.0,6.0,1.93 MBytes,16.2 Mbits/sec
6.0,7.0,1.74 MBytes,14.6 Mbits/sec
7.0,8.0,1.86 MBytes,15.6 Mbits/sec
8.0,9.0,1.86 MBytes,15.6 Mbits/sec
9.0,10.0,2.61 MBytes,21.9 Mbits/sec
10.0,11.0,3.17 MBytes,26.6 Mbits/sec
11.0,11.2,700 KBytes,29.0 Mbits/sec
0.0,11.2,20.1 MBytes,15.1 Mbits/sec
0.0,11.27,18.5 MBytes,13.8 Mbits/sec
