iteration,start_time,end_time,duration
1,2025-04-29T17:06:52.111453,2025-04-29T17:07:02.759884,10.65
2,2025-04-29T17:07:07.762253,2025-04-29T17:07:20.228729,12.47
3,2025-04-29T17:07:25.230272,2025-04-29T17:07:29.261477,4.03
4,2025-04-29T17:07:34.266245,2025-04-29T17:07:45.889876,11.62
5,2025-04-29T17:07:50.894231,2025-04-29T17:08:04.098004,13.2
6,2025-04-29T17:08:09.102318,2025-04-29T17:08:22.675190,13.57
7,2025-04-29T17:08:27.678516,2025-04-29T17:08:41.223254,13.54
8,2025-04-29T17:08:46.228196,2025-04-29T17:08:58.630846,12.4
9,2025-04-29T17:09:03.631010,2025-04-29T17:09:19.679190,16.05
10,2025-04-29T17:09:24.679338,2025-04-29T17:09:37.963663,13.28
11,2025-04-29T17:09:42.963856,2025-04-29T17:09:55.801024,12.84
12,2025-04-29T17:10:00.803634,2025-04-29T17:10:06.087532,5.28
13,2025-04-29T17:10:11.087672,2025-04-29T17:10:21.716001,10.63
14,2025-04-29T17:10:26.717451,2025-04-29T17:10:38.492415,11.77
15,2025-04-29T17:10:43.492568,2025-04-29T17:10:55.719280,12.23
16,2025-04-29T17:11:00.723640,2025-04-29T17:11:10.173197,9.45
17,2025-04-29T17:11:15.178236,2025-04-29T17:11:21.406956,6.23
18,2025-04-29T17:11:26.410250,2025-04-29T17:11:31.191218,4.78
19,2025-04-29T17:11:36.194257,2025-04-29T17:11:48.930140,12.74
20,2025-04-29T17:11:53.932788,2025-04-29T17:12:05.129340,11.2
