iteration,start_time,end_time,duration
1,2025-04-29T16:52:46.165125,2025-04-29T16:52:54.057720,7.89
2,2025-04-29T16:52:59.060120,2025-04-29T16:53:03.589852,4.53
3,2025-04-29T16:53:08.594252,2025-04-29T16:53:11.268266,2.67
4,2025-04-29T16:53:16.270515,2025-04-29T16:53:23.972227,7.7
5,2025-04-29T16:53:28.977385,2025-04-29T16:53:32.678472,3.7
6,2025-04-29T16:53:37.681371,2025-04-29T16:53:39.699221,2.02
7,2025-04-29T16:53:44.703933,2025-04-29T16:54:02.168089,17.46
8,2025-04-29T16:54:07.170907,2025-04-29T16:54:11.960801,4.79
9,2025-04-29T16:54:16.961280,2025-04-29T16:54:28.424105,11.46
10,2025-04-29T16:54:33.426261,2025-04-29T16:54:37.638655,4.21
11,2025-04-29T16:54:42.642260,2025-04-29T16:54:51.495166,8.85
12,2025-04-29T16:54:56.496890,2025-04-29T16:55:07.805082,11.31
13,2025-04-29T16:55:12.806255,2025-04-29T16:55:25.662928,12.86
14,2025-04-29T16:55:30.666283,2025-04-29T16:55:35.083470,4.42
15,2025-04-29T16:55:40.086256,2025-04-29T16:55:41.893203,1.81
16,2025-04-29T16:55:46.894207,2025-04-29T16:55:59.329448,12.44
17,2025-04-29T16:56:04.334237,2025-04-29T16:56:09.008576,4.67
18,2025-04-29T16:56:14.010274,2025-04-29T16:56:23.378482,9.37
19,2025-04-29T16:56:28.382407,2025-04-29T16:56:35.918208,7.54
20,2025-04-29T16:56:40.922251,2025-04-29T16:56:51.105461,10.18
