iteration,start_time,end_time,duration
1,2025-04-29T15:37:39.333270,2025-04-29T15:37:45.237294,5.9
2,2025-04-29T15:37:48.237423,2025-04-29T15:37:55.410801,7.17
3,2025-04-29T15:37:58.413977,2025-04-29T15:38:03.851027,5.44
4,2025-04-29T15:38:06.851212,2025-04-29T15:38:10.222329,3.37
5,2025-04-29T15:38:13.225510,2025-04-29T15:38:20.647387,7.42
6,2025-04-29T15:38:23.650543,2025-04-29T15:38:29.322754,5.67
7,2025-04-29T15:38:32.325918,2025-04-29T15:38:41.411012,9.09
8,2025-04-29T15:38:44.414361,2025-04-29T15:38:51.946874,7.53
9,2025-04-29T15:38:54.949977,2025-04-29T15:39:01.419486,6.47
10,2025-04-29T15:39:04.419669,2025-04-29T15:39:13.074573,8.65
11,2025-04-29T15:39:16.074765,2025-04-29T15:39:21.734401,5.66
12,2025-04-29T15:39:24.734603,2025-04-29T15:39:31.002734,6.27
13,2025-04-29T15:39:34.002934,2025-04-29T15:39:38.564118,4.56
14,2025-04-29T15:39:41.564366,2025-04-29T15:39:51.182348,9.62
15,2025-04-29T15:39:54.182548,2025-04-29T15:39:59.768872,5.59
16,2025-04-29T15:40:02.769024,2025-04-29T15:40:09.187675,6.42
17,2025-04-29T15:40:12.187922,2025-04-29T15:40:20.703020,8.52
18,2025-04-29T15:40:23.705955,2025-04-29T15:40:29.995081,6.29
19,2025-04-29T15:40:32.998237,2025-04-29T15:40:38.160504,5.16
20,2025-04-29T15:40:41.162313,2025-04-29T15:40:47.124763,5.96
