start_time,end_time,transfer,bandwidth
0.0,1.0,1.10 MBytes,9.20 Mbits/sec
1.0,2.0,1.24 MBytes,10.4 Mbits/sec
2.0,3.0,2.11 MBytes,17.7 Mbits/sec
3.0,4.0,1.86 MBytes,15.6 Mbits/sec
4.0,5.0,2.05 MBytes,17.2 Mbits/sec
5.0,6.0,2.24 MBytes,18.8 Mbits/sec
6.0,7.0,2.05 MBytes,17.2 Mbits/sec
7.0,8.0,2.05 MBytes,17.2 Mbits/sec
8.0,9.0,2.05 MBytes,17.2 Mbits/sec
9.0,10.0,2.55 MBytes,21.4 Mbits/sec
10.0,10.27,764 KBytes,23.4 Mbits/sec
0.0,10.27,20.0 MBytes,16.4 Mbits/sec
0.0,10.3,19.5 MBytes,15.9 Mbits/sec
