start_time,end_time,transfer,bandwidth
0.0,1.0,1.48 MBytes,12.4 Mbits/sec
1.0,2.0,1.12 MBytes,9.39 Mbits/sec
2.0,3.0,891 KBytes,7.30 Mbits/sec
3.0,4.0,1.43 MBytes,12.0 Mbits/sec
4.0,5.0,1.49 MBytes,12.5 Mbits/sec
5.0,6.0,1.80 MBytes,15.1 Mbits/sec
6.0,7.0,2.55 MBytes,21.4 Mbits/sec
7.0,8.0,2.49 MBytes,20.9 Mbits/sec
8.0,9.0,1.86 MBytes,15.6 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,10.94,3.11 MBytes,27.8 Mbits/sec
0.0,10.94,20.1 MBytes,15.4 Mbits/sec
0.0,10.95,19.3 MBytes,14.7 Mbits/sec
