iteration,start_time,end_time,duration
1,2025-05-02T10:35:27.355887,2025-05-02T10:36:20.721498,53.37
2,2025-05-02T10:36:25.726271,2025-05-02T10:37:03.992681,38.27
3,2025-05-02T10:37:08.994276,2025-05-02T10:38:01.064148,52.07
4,2025-05-02T10:38:06.066252,2025-05-02T10:38:56.944578,50.88
5,2025-05-02T10:39:01.950327,2025-05-02T10:39:59.876968,57.93
6,2025-05-02T10:40:04.877135,2025-05-02T10:40:59.175577,54.3
7,2025-05-02T10:41:04.178253,2025-05-02T10:41:53.448188,49.27
8,2025-05-02T10:41:58.450261,2025-05-02T10:42:49.916501,51.47
9,2025-05-02T10:42:54.919773,2025-05-02T10:43:50.665437,55.75
10,2025-05-02T10:43:55.670287,2025-05-02T10:44:52.269438,56.6
11,2025-05-02T10:44:57.274253,2025-05-02T10:45:47.465332,50.19
12,2025-05-02T10:45:52.470249,2025-05-02T10:46:51.073332,58.6
13,2025-05-02T10:46:56.078415,2025-05-02T10:47:56.356545,60.28
14,2025-05-02T10:48:01.358333,2025-05-02T10:48:57.004629,55.65
15,2025-05-02T10:49:02.010002,2025-05-02T10:50:00.261246,58.25
16,2025-05-02T10:50:05.266266,2025-05-02T10:51:03.062809,57.8
17,2025-05-02T10:51:08.063179,2025-05-02T10:52:06.136472,58.07
18,2025-05-02T10:52:11.138434,2025-05-02T10:53:09.043823,57.91
19,2025-05-02T10:53:14.046202,2025-05-02T10:54:11.742776,57.7
20,2025-05-02T10:54:16.746292,2025-05-02T10:55:09.480591,52.73
