iteration,start_time,end_time,duration
1,2025-04-29T16:38:35.782247,2025-04-29T16:38:45.781161,10.0
2,2025-04-29T16:38:50.786411,2025-04-29T16:39:02.379582,11.59
3,2025-04-29T16:39:07.382254,2025-04-29T16:39:20.927155,13.54
4,2025-04-29T16:39:25.930258,2025-04-29T16:39:31.630779,5.7
5,2025-04-29T16:39:36.634448,2025-04-29T16:39:42.870589,6.24
6,2025-04-29T16:39:47.874266,2025-04-29T16:39:59.763403,11.89
7,2025-04-29T16:40:04.766275,2025-04-29T16:40:17.663259,12.9
8,2025-04-29T16:40:22.666363,2025-04-29T16:40:37.226017,14.56
9,2025-04-29T16:40:42.231257,2025-04-29T16:40:55.110968,12.88
10,2025-04-29T16:41:00.116280,2025-04-29T16:41:13.890607,13.77
11,2025-04-29T16:41:18.896227,2025-04-29T16:41:32.994294,14.1
12,2025-04-29T16:41:37.998278,2025-04-29T16:41:43.865032,5.87
13,2025-04-29T16:41:48.868971,2025-04-29T16:42:01.939116,13.07
14,2025-04-29T16:42:06.944510,2025-04-29T16:42:11.561674,4.62
15,2025-04-29T16:42:16.566270,2025-04-29T16:42:23.866643,7.3
16,2025-04-29T16:42:28.871611,2025-04-29T16:42:40.604714,11.73
17,2025-04-29T16:42:45.609110,2025-04-29T16:42:56.990593,11.38
18,2025-04-29T16:43:01.991241,2025-04-29T16:43:05.201390,3.21
19,2025-04-29T16:43:10.206471,2025-04-29T16:43:22.006430,11.8
20,2025-04-29T16:43:27.006821,2025-04-29T16:43:37.475244,10.47
