iteration,start_time,end_time,duration
1,2025-04-29T15:33:17.756807,2025-04-29T15:33:20.438769,2.68
2,2025-04-29T15:33:23.442068,2025-04-29T15:33:28.892153,5.45
3,2025-04-29T15:33:31.892282,2025-04-29T15:33:37.126566,5.23
4,2025-04-29T15:33:40.129736,2025-04-29T15:33:46.155172,6.03
5,2025-04-29T15:33:49.156660,2025-04-29T15:33:52.789723,3.63
6,2025-04-29T15:33:55.791396,2025-04-29T15:34:01.292147,5.5
7,2025-04-29T15:34:04.295236,2025-04-29T15:34:09.302827,5.01
8,2025-04-29T15:34:12.306094,2025-04-29T15:34:20.504109,8.2
9,2025-04-29T15:34:23.504519,2025-04-29T15:34:29.732894,6.23
10,2025-04-29T15:34:32.734233,2025-04-29T15:34:38.319972,5.59
11,2025-04-29T15:34:41.320099,2025-04-29T15:34:47.398919,6.08
12,2025-04-29T15:34:50.399967,2025-04-29T15:34:54.917265,4.52
13,2025-04-29T15:34:57.917419,2025-04-29T15:35:05.597770,7.68
14,2025-04-29T15:35:08.598143,2025-04-29T15:35:11.920646,3.32
15,2025-04-29T15:35:14.923870,2025-04-29T15:35:23.255936,8.33
16,2025-04-29T15:35:26.258237,2025-04-29T15:35:32.171437,5.91
17,2025-04-29T15:35:35.174246,2025-04-29T15:35:44.969718,9.8
18,2025-04-29T15:35:47.969925,2025-04-29T15:35:52.779083,4.81
19,2025-04-29T15:35:55.779249,2025-04-29T15:36:02.840323,7.06
20,2025-04-29T15:36:05.840941,2025-04-29T15:36:12.251533,6.41
