iteration,start_time,end_time,duration
1,2025-05-02T11:50:12.270268,2025-05-02T11:50:44.392775,32.12
2,2025-05-02T11:50:49.397567,2025-05-02T11:51:24.388254,34.99
3,2025-05-02T11:51:29.388612,2025-05-02T11:52:03.031845,33.64
4,2025-05-02T11:52:08.032119,2025-05-02T11:52:40.099456,32.07
5,2025-05-02T11:52:45.102268,2025-05-02T11:53:20.512879,35.41
6,2025-05-02T11:53:25.516461,2025-05-02T11:53:54.232566,28.72
7,2025-05-02T11:53:59.234250,2025-05-02T11:54:28.957465,29.72
8,2025-05-02T11:54:33.960579,2025-05-02T11:55:07.497632,33.54
9,2025-05-02T11:55:12.502264,2025-05-02T11:55:48.387239,35.88
10,2025-05-02T11:55:53.390248,2025-05-02T11:56:27.729196,34.34
11,2025-05-02T11:56:32.734257,2025-05-02T11:57:07.114711,34.38
12,2025-05-02T11:57:12.116641,2025-05-02T11:57:47.267427,35.15
13,2025-05-02T11:57:52.270287,2025-05-02T11:58:25.910825,33.64
14,2025-05-02T11:58:30.911102,2025-05-02T11:59:06.515020,35.6
15,2025-05-02T11:59:11.518255,2025-05-02T11:59:49.702044,38.18
16,2025-05-02T11:59:54.706283,2025-05-02T12:00:30.692171,35.99
17,2025-05-02T12:00:35.694332,2025-05-02T12:01:10.590497,34.9
18,2025-05-02T12:01:15.594129,2025-05-02T12:01:48.740467,33.15
19,2025-05-02T12:01:53.742243,2025-05-02T12:02:25.348395,31.61
20,2025-05-02T12:02:30.350315,2025-05-02T12:03:07.595476,37.25
