device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,20.321351351351353,15.551628303495312,20.609318181818182
flow_2,22.05875,15.612242114236999,17.707657142857144
ALL_DEVICES,21.19005067567568,15.581935208866156,19.158487662337663
