device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,23.192708333333332,15.803084488153777,19.961875000000003
flow_2,22.72083333333333,14.805959821428567,17.96157327586207
ALL_DEVICES,22.95677083333333,15.304522154791172,18.961724137931036
