flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,20.60810810810811,17.008745519713262,19.876470588235293
flow2,21.021621621621623,17.586021505376344,21.03235294117647
flow3,21.021621621621623,17.87132616487455,19.66705882352941
flow4,22.95405405405405,16.841577060931897,19.802352941176466
flow5,18.936216216216213,16.543548387096774,17.211764705882352
flow6,19.624324324324323,16.46469534050179,18.020588235294117
flow7,18.951351351351352,15.891290322580645,18.020588235294117
flow8,16.923783783783783,16.35974910394265,18.235294117647054
