iteration,start_time,end_time,duration
1,2025-05-01T11:10:28.696511,2025-05-01T11:10:52.056001,23.36
2,2025-05-01T11:10:55.058215,2025-05-01T11:11:19.457993,24.4
3,2025-05-01T11:11:22.458371,2025-05-01T11:11:48.714720,26.26
4,2025-05-01T11:11:51.717375,2025-05-01T11:12:20.466362,28.75
5,2025-05-01T11:12:23.466803,2025-05-01T11:12:50.403839,26.94
6,2025-05-01T11:12:53.406259,2025-05-01T11:13:22.186885,28.78
7,2025-05-01T11:13:25.190450,2025-05-01T11:13:51.252733,26.06
8,2025-05-01T11:13:54.252924,2025-05-01T11:14:20.303804,26.05
9,2025-05-01T11:14:23.306307,2025-05-01T11:14:49.545911,26.24
10,2025-05-01T11:14:52.546275,2025-05-01T11:15:17.983457,25.44
11,2025-05-01T11:15:20.984127,2025-05-01T11:15:46.088771,25.1
12,2025-05-01T11:15:49.090341,2025-05-01T11:16:12.770458,23.68
13,2025-05-01T11:16:15.773652,2025-05-01T11:16:42.163187,26.39
14,2025-05-01T11:16:45.166269,2025-05-01T11:17:10.531936,25.37
15,2025-05-01T11:17:13.534252,2025-05-01T11:17:39.062029,25.53
16,2025-05-01T11:17:42.062266,2025-05-01T11:18:10.384900,28.32
17,2025-05-01T11:18:13.386287,2025-05-01T11:18:42.187767,28.8
18,2025-05-01T11:18:45.189882,2025-05-01T11:19:12.060222,26.87
19,2025-05-01T11:19:15.062083,2025-05-01T11:19:41.636213,26.57
20,2025-05-01T11:19:44.638248,2025-05-01T11:20:08.904632,24.27
