iteration,start_time,end_time,duration
1,2025-04-29T15:58:45.649308,2025-04-29T15:58:49.997287,4.35
2,2025-04-29T15:58:52.997579,2025-04-29T15:58:58.031214,5.03
3,2025-04-29T15:59:01.031574,2025-04-29T15:59:02.620868,1.59
4,2025-04-29T15:59:05.623762,2025-04-29T15:59:07.832029,2.21
5,2025-04-29T15:59:10.832526,2025-04-29T15:59:13.868316,3.04
6,2025-04-29T15:59:16.871670,2025-04-29T15:59:20.553347,3.68
7,2025-04-29T15:59:23.554445,2025-04-29T15:59:25.446209,1.89
8,2025-04-29T15:59:28.449377,2025-04-29T15:59:35.359651,6.91
9,2025-04-29T15:59:38.362928,2025-04-29T15:59:41.110009,2.75
10,2025-04-29T15:59:44.110959,2025-04-29T15:59:47.602525,3.49
11,2025-04-29T15:59:50.606196,2025-04-29T15:59:52.679203,2.07
12,2025-04-29T15:59:55.682271,2025-04-29T16:00:02.208917,6.53
13,2025-04-29T16:00:05.210269,2025-04-29T16:00:08.526222,3.32
14,2025-04-29T16:00:11.526369,2025-04-29T16:00:14.088626,2.56
15,2025-04-29T16:00:17.090335,2025-04-29T16:00:19.367278,2.28
16,2025-04-29T16:00:22.370255,2025-04-29T16:00:28.644485,6.27
17,2025-04-29T16:00:31.648089,2025-04-29T16:00:36.689761,5.04
18,2025-04-29T16:00:39.690233,2025-04-29T16:00:42.625958,2.94
19,2025-04-29T16:00:45.626254,2025-04-29T16:00:47.859244,2.23
20,2025-04-29T16:00:50.862244,2025-04-29T16:00:53.666832,2.8
