start_time,end_time,transfer,bandwidth
0.0,1.0,498 KBytes,4.08 Mbits/sec
1.0,2.0,1.01 MBytes,8.49 Mbits/sec
2.0,3.0,891 KBytes,7.30 Mbits/sec
3.0,4.0,1.12 MBytes,9.38 Mbits/sec
4.0,5.0,1018 KBytes,8.34 Mbits/sec
5.0,6.0,954 KBytes,7.82 Mbits/sec
6.0,7.0,1.12 MBytes,9.38 Mbits/sec
7.0,8.0,1.12 MBytes,9.38 Mbits/sec
8.0,9.0,1.12 MBytes,9.38 Mbits/sec
9.0,10.0,1018 KBytes,8.34 Mbits/sec
10.0,11.0,1.24 MBytes,10.4 Mbits/sec
11.0,12.0,1.80 MBytes,15.1 Mbits/sec
12.0,13.0,1.99 MBytes,16.7 Mbits/sec
13.0,14.0,1.24 MBytes,10.4 Mbits/sec
14.0,15.0,1.99 MBytes,16.7 Mbits/sec
15.0,15.97,1.99 MBytes,17.3 Mbits/sec
0.0,15.97,20.0 MBytes,10.5 Mbits/sec
0.0,16.03,19.4 MBytes,10.2 Mbits/sec
