iteration,start_time,end_time,duration
1,2025-05-02T11:50:13.015113,2025-05-02T11:50:46.244703,33.23
2,2025-05-02T11:50:51.246244,2025-05-02T11:51:26.426428,35.18
3,2025-05-02T11:51:31.426729,2025-05-02T11:52:07.625991,36.2
4,2025-05-02T11:52:12.631091,2025-05-02T11:52:48.153683,35.52
5,2025-05-02T11:52:53.158287,2025-05-02T11:53:28.508431,35.35
6,2025-05-02T11:53:33.510241,2025-05-02T11:54:10.272617,36.76
7,2025-05-02T11:54:15.272757,2025-05-02T11:54:53.079506,37.81
8,2025-05-02T11:54:58.082957,2025-05-02T11:55:36.237311,38.15
9,2025-05-02T11:55:41.237738,2025-05-02T11:56:15.416170,34.18
10,2025-05-02T11:56:20.417512,2025-05-02T11:56:53.919929,33.5
11,2025-05-02T11:56:58.922252,2025-05-02T11:57:36.175488,37.25
12,2025-05-02T11:57:41.180452,2025-05-02T11:58:14.298986,33.12
13,2025-05-02T11:58:19.304168,2025-05-02T11:58:52.191683,32.89
14,2025-05-02T11:58:57.192520,2025-05-02T11:59:32.120143,34.93
15,2025-05-02T11:59:37.122247,2025-05-02T12:00:12.471286,35.35
16,2025-05-02T12:00:17.474644,2025-05-02T12:00:56.582573,39.11
17,2025-05-02T12:01:01.586245,2025-05-02T12:01:36.518907,34.93
18,2025-05-02T12:01:41.524180,2025-05-02T12:02:16.936772,35.41
19,2025-05-02T12:02:21.938271,2025-05-02T12:02:55.256220,33.32
20,2025-05-02T12:03:00.256462,2025-05-02T12:03:31.470335,31.21
