iteration,start_time,end_time,duration
1,2025-04-29T15:51:03.342002,2025-04-29T15:51:09.985183,6.64
2,2025-04-29T15:51:12.985345,2025-04-29T15:51:19.389366,6.4
3,2025-04-29T15:51:22.391839,2025-04-29T15:51:29.061630,6.67
4,2025-04-29T15:51:32.065074,2025-04-29T15:51:36.452128,4.39
5,2025-04-29T15:51:39.454609,2025-04-29T15:51:42.606384,3.15
6,2025-04-29T15:51:45.610127,2025-04-29T15:51:51.882143,6.27
7,2025-04-29T15:51:54.882815,2025-04-29T15:52:00.572047,5.69
8,2025-04-29T15:52:03.573052,2025-04-29T15:52:12.388140,8.82
9,2025-04-29T15:52:15.388488,2025-04-29T15:52:20.801484,5.41
10,2025-04-29T15:52:23.801810,2025-04-29T15:52:31.870773,8.07
11,2025-04-29T15:52:34.872122,2025-04-29T15:52:41.181482,6.31
12,2025-04-29T15:52:44.182783,2025-04-29T15:52:50.621222,6.44
13,2025-04-29T15:52:53.624397,2025-04-29T15:53:00.798841,7.17
14,2025-04-29T15:53:03.802278,2025-04-29T15:53:06.997887,3.2
15,2025-04-29T15:53:09.998269,2025-04-29T15:53:16.676716,6.68
16,2025-04-29T15:53:19.676914,2025-04-29T15:53:25.063702,5.39
17,2025-04-29T15:53:28.063884,2025-04-29T15:53:36.024963,7.96
18,2025-04-29T15:53:39.026238,2025-04-29T15:53:44.526466,5.5
19,2025-04-29T15:53:47.529693,2025-04-29T15:53:51.694484,4.16
20,2025-04-29T15:53:54.697746,2025-04-29T15:53:59.938446,5.24
