iteration,start_time,end_time,duration
1,2025-05-15T14:47:16.838950,2025-05-15T14:47:26.573231,9.73
2,2025-05-15T14:47:31.573424,2025-05-15T14:47:43.079635,11.51
3,2025-05-15T14:47:48.084861,2025-05-15T14:48:00.227199,12.14
4,2025-05-15T14:48:05.230246,2025-05-15T14:48:18.485656,13.26
5,2025-05-15T14:48:23.490238,2025-05-15T14:48:37.902773,14.41
6,2025-05-15T14:48:42.902942,2025-05-15T14:48:53.729740,10.83
7,2025-05-15T14:48:58.734824,2025-05-15T14:49:09.988385,11.25
8,2025-05-15T14:49:14.990258,2025-05-15T14:49:24.609215,9.62
9,2025-05-15T14:49:29.609357,2025-05-15T14:49:42.306476,12.7
10,2025-05-15T14:49:47.310266,2025-05-15T14:50:00.663398,13.35
11,2025-05-15T14:50:05.666274,2025-05-15T14:50:15.113476,9.45
12,2025-05-15T14:50:20.118239,2025-05-15T14:50:31.212836,11.09
13,2025-05-15T14:50:36.214249,2025-05-15T14:50:48.932530,12.72
14,2025-05-15T14:50:53.932838,2025-05-15T14:51:11.666480,17.73
15,2025-05-15T14:51:16.670241,2025-05-15T14:51:35.873652,19.2
16,2025-05-15T14:51:40.874126,2025-05-15T14:51:54.363348,13.49
17,2025-05-15T14:51:59.366244,2025-05-15T14:52:13.579529,14.21
18,2025-05-15T14:52:18.582262,2025-05-15T14:52:32.044505,13.46
19,2025-05-15T14:52:37.044972,2025-05-15T14:52:47.175454,10.13
20,2025-05-15T14:52:52.178237,2025-05-15T14:52:54.282418,2.1
