start_time,end_time,transfer,bandwidth
0.0,1.0,592 KBytes,4.85 Mbits/sec
1.0,2.0,1.30 MBytes,10.9 Mbits/sec
2.0,3.0,2.61 MBytes,21.9 Mbits/sec
3.0,4.0,2.24 MBytes,18.8 Mbits/sec
4.0,5.0,2.36 MBytes,19.8 Mbits/sec
5.0,6.0,2.24 MBytes,18.8 Mbits/sec
6.0,7.0,2.17 MBytes,18.2 Mbits/sec
7.0,8.0,2.24 MBytes,18.8 Mbits/sec
8.0,9.0,1.86 MBytes,15.6 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,10.29,764 KBytes,21.5 Mbits/sec
0.0,10.29,20.2 MBytes,16.5 Mbits/sec
0.0,10.35,19.4 MBytes,15.7 Mbits/sec
