iteration,start_time,end_time,duration
1,2025-05-15T15:28:09.365831,2025-05-15T15:28:26.434594,17.07
2,2025-05-15T15:28:29.434919,2025-05-15T15:28:46.377227,16.94
3,2025-05-15T15:28:49.378283,2025-05-15T15:29:07.684232,18.31
4,2025-05-15T15:29:10.686260,2025-05-15T15:29:27.837260,17.15
5,2025-05-15T15:29:30.838238,2025-05-15T15:29:48.512234,17.67
6,2025-05-15T15:29:51.514243,2025-05-15T15:30:08.479804,16.97
7,2025-05-15T15:30:11.482257,2025-05-15T15:30:30.001453,18.52
8,2025-05-15T15:30:33.002238,2025-05-15T15:30:47.025998,14.02
9,2025-05-15T15:30:50.026424,2025-05-15T15:31:06.391598,16.37
10,2025-05-15T15:31:09.395183,2025-05-15T15:31:25.653022,16.26
11,2025-05-15T15:31:28.653246,2025-05-15T15:31:42.644922,13.99
12,2025-05-15T15:31:45.646246,2025-05-15T15:32:02.435763,16.79
13,2025-05-15T15:32:05.438415,2025-05-15T15:32:20.369779,14.93
14,2025-05-15T15:32:23.370264,2025-05-15T15:32:41.913509,18.54
15,2025-05-15T15:32:44.916769,2025-05-15T15:33:02.821395,17.9
16,2025-05-15T15:33:05.822245,2025-05-15T15:33:23.975350,18.15
17,2025-05-15T15:33:26.977501,2025-05-15T15:33:43.209383,16.23
18,2025-05-15T15:33:46.210291,2025-05-15T15:34:02.609759,16.4
19,2025-05-15T15:34:05.610287,2025-05-15T15:34:21.670687,16.06
20,2025-05-15T15:34:24.670926,2025-05-15T15:34:40.264589,15.59
