iteration,start_time,end_time,duration
1,2025-05-02T11:00:26.251738,2025-05-02T11:01:23.781330,57.53
2,2025-05-02T11:01:28.784880,2025-05-02T11:02:25.091016,56.31
3,2025-05-02T11:02:30.091800,2025-05-02T11:03:25.668379,55.58
4,2025-05-02T11:03:30.670269,2025-05-02T11:04:23.776886,53.11
5,2025-05-02T11:04:28.777251,2025-05-02T11:05:25.547918,56.77
6,2025-05-02T11:05:30.548239,2025-05-02T11:06:23.772906,53.22
7,2025-05-02T11:06:28.774266,2025-05-02T11:07:19.478675,50.7
8,2025-05-02T11:07:24.482260,2025-05-02T11:08:19.707407,55.23
9,2025-05-02T11:08:24.710271,2025-05-02T11:09:22.105740,57.4
10,2025-05-02T11:09:27.106064,2025-05-02T11:10:18.422207,51.32
11,2025-05-02T11:10:23.426290,2025-05-02T11:11:21.267099,57.84
12,2025-05-02T11:11:26.270251,2025-05-02T11:12:23.441781,57.17
13,2025-05-02T11:12:28.442255,2025-05-02T11:13:24.497603,56.06
14,2025-05-02T11:13:29.502256,2025-05-02T11:14:24.170210,54.67
15,2025-05-02T11:14:29.174295,2025-05-02T11:15:27.295887,58.12
16,2025-05-02T11:15:32.296409,2025-05-02T11:16:23.911118,51.61
17,2025-05-02T11:16:28.911346,2025-05-02T11:17:20.608188,51.7
18,2025-05-02T11:17:25.610256,2025-05-02T11:18:16.117995,50.51
19,2025-05-02T11:18:21.120271,2025-05-02T11:19:09.978708,48.86
20,2025-05-02T11:19:14.979058,2025-05-02T11:20:09.025680,54.05
