start_time,end_time,transfer,bandwidth
0.0,1.0,1.18 MBytes,9.92 Mbits/sec
1.0,2.0,1.12 MBytes,9.38 Mbits/sec
2.0,3.0,1.37 MBytes,11.5 Mbits/sec
3.0,4.0,2.17 MBytes,18.2 Mbits/sec
4.0,5.0,2.24 MBytes,18.8 Mbits/sec
5.0,6.0,2.05 MBytes,17.2 Mbits/sec
6.0,7.0,2.24 MBytes,18.8 Mbits/sec
7.0,8.0,2.24 MBytes,18.8 Mbits/sec
8.0,9.0,1.49 MBytes,12.5 Mbits/sec
9.0,10.0,1.74 MBytes,14.6 Mbits/sec
10.0,11.0,1.24 MBytes,10.4 Mbits/sec
11.0,11.65,1018 KBytes,12.9 Mbits/sec
0.0,11.65,20.1 MBytes,14.5 Mbits/sec
0.0,11.9,19.7 MBytes,13.9 Mbits/sec
