iteration,start_time,end_time,duration
1,2025-04-29T17:27:38.174948,2025-04-29T17:27:46.405766,8.23
2,2025-04-29T17:27:51.406326,2025-04-29T17:27:59.314633,7.91
3,2025-04-29T17:28:04.318309,2025-04-29T17:28:11.835424,7.52
4,2025-04-29T17:28:16.838239,2025-04-29T17:28:22.050487,5.21
5,2025-04-29T17:28:27.054264,2025-04-29T17:28:35.545439,8.49
6,2025-04-29T17:28:40.550262,2025-04-29T17:28:49.807156,9.26
7,2025-04-29T17:28:54.807400,2025-04-29T17:29:04.458087,9.65
8,2025-04-29T17:29:09.462237,2025-04-29T17:29:18.447413,8.99
9,2025-04-29T17:29:23.447547,2025-04-29T17:29:31.824426,8.38
10,2025-04-29T17:29:36.824611,2025-04-29T17:29:47.825844,11.0
11,2025-04-29T17:29:52.826333,2025-04-29T17:30:13.065998,20.24
12,2025-04-29T17:30:18.066663,2025-04-29T17:30:28.950966,10.88
13,2025-04-29T17:30:33.955795,2025-04-29T17:30:49.819179,15.86
14,2025-04-29T17:30:54.823439,2025-04-29T17:31:05.008297,10.18
15,2025-04-29T17:31:10.010233,2025-04-29T17:31:12.399588,2.39
16,2025-04-29T17:31:17.402257,2025-04-29T17:31:21.671149,4.27
17,2025-04-29T17:31:26.675265,2025-04-29T17:31:33.612696,6.94
18,2025-04-29T17:31:38.613093,2025-04-29T17:31:43.026714,4.41
19,2025-04-29T17:31:48.030283,2025-04-29T17:31:53.043968,5.01
20,2025-04-29T17:31:58.046255,2025-04-29T17:32:01.291825,3.25
