iteration,start_time,end_time,duration
1,2025-04-29T14:57:33.762472,2025-04-29T14:57:35.616632,1.85
2,2025-04-29T14:57:38.618288,2025-04-29T14:57:43.819975,5.2
3,2025-04-29T14:57:46.822247,2025-04-29T14:57:49.794625,2.97
4,2025-04-29T14:57:52.797622,2025-04-29T14:57:54.822036,2.02
5,2025-04-29T14:57:57.822272,2025-04-29T14:58:02.572069,4.75
6,2025-04-29T14:58:05.572267,2025-04-29T14:58:11.778652,6.21
7,2025-04-29T14:58:14.781713,2025-04-29T14:58:18.153364,3.37
8,2025-04-29T14:58:21.154260,2025-04-29T14:58:25.640747,4.49
9,2025-04-29T14:58:28.642237,2025-04-29T14:58:31.269479,2.63
10,2025-04-29T14:58:34.272438,2025-04-29T14:58:38.189964,3.92
11,2025-04-29T14:58:41.190257,2025-04-29T14:58:49.289563,8.1
12,2025-04-29T14:58:52.289699,2025-04-29T14:58:58.326028,6.04
13,2025-04-29T14:59:01.326293,2025-04-29T14:59:07.899794,6.57
14,2025-04-29T14:59:10.901566,2025-04-29T14:59:17.843949,6.94
15,2025-04-29T14:59:20.846260,2025-04-29T14:59:24.497638,3.65
16,2025-04-29T14:59:27.498278,2025-04-29T14:59:30.740176,3.24
17,2025-04-29T14:59:33.742426,2025-04-29T14:59:39.782757,6.04
18,2025-04-29T14:59:42.785773,2025-04-29T14:59:50.740462,7.95
19,2025-04-29T14:59:53.740901,2025-04-29T15:00:01.353220,7.61
20,2025-04-29T15:00:04.353403,2025-04-29T15:00:12.114115,7.76
