iteration,start_time,end_time,duration
1,2025-04-29T16:03:12.618372,2025-04-29T16:03:18.555635,5.94
2,2025-04-29T16:03:21.559075,2025-04-29T16:03:26.369123,4.81
3,2025-04-29T16:03:29.370259,2025-04-29T16:03:33.326898,3.96
4,2025-04-29T16:03:36.330080,2025-04-29T16:03:42.227018,5.9
5,2025-04-29T16:03:45.230248,2025-04-29T16:03:53.093138,7.86
6,2025-04-29T16:03:56.094523,2025-04-29T16:04:00.762771,4.67
7,2025-04-29T16:04:03.763139,2025-04-29T16:04:06.096041,2.33
8,2025-04-29T16:04:09.098935,2025-04-29T16:04:14.513489,5.41
9,2025-04-29T16:04:17.514957,2025-04-29T16:04:23.487500,5.97
10,2025-04-29T16:04:26.490319,2025-04-29T16:04:34.144474,7.65
11,2025-04-29T16:04:37.146254,2025-04-29T16:04:43.709462,6.56
12,2025-04-29T16:04:46.710857,2025-04-29T16:04:50.139053,3.43
13,2025-04-29T16:04:53.139189,2025-04-29T16:04:57.013471,3.87
14,2025-04-29T16:05:00.013645,2025-04-29T16:05:01.294558,1.28
15,2025-04-29T16:05:04.294702,2025-04-29T16:05:10.024706,5.73
16,2025-04-29T16:05:13.026269,2025-04-29T16:05:20.641849,7.62
17,2025-04-29T16:05:23.642257,2025-04-29T16:05:30.681692,7.04
18,2025-04-29T16:05:33.681915,2025-04-29T16:05:39.518874,5.84
19,2025-04-29T16:05:42.519163,2025-04-29T16:05:44.502843,1.98
20,2025-04-29T16:05:47.506176,2025-04-29T16:05:49.435633,1.93
