iteration,start_time,end_time,duration
1,2025-04-29T15:58:45.344535,2025-04-29T15:58:49.471708,4.13
2,2025-04-29T15:58:52.471896,2025-04-29T15:58:55.847699,3.38
3,2025-04-29T15:58:58.847859,2025-04-29T15:59:03.612099,4.76
4,2025-04-29T15:59:06.612403,2025-04-29T15:59:09.541599,2.93
5,2025-04-29T15:59:12.542276,2025-04-29T15:59:15.521758,2.98
6,2025-04-29T15:59:18.525518,2025-04-29T15:59:24.430972,5.91
7,2025-04-29T15:59:27.434470,2025-04-29T15:59:32.440420,5.01
8,2025-04-29T15:59:35.440614,2025-04-29T15:59:38.559956,3.12
9,2025-04-29T15:59:41.560833,2025-04-29T15:59:46.247816,4.69
10,2025-04-29T15:59:49.251741,2025-04-29T15:59:54.311651,5.06
11,2025-04-29T15:59:57.314731,2025-04-29T15:59:59.417445,2.1
12,2025-04-29T16:00:02.420307,2025-04-29T16:00:04.621789,2.2
13,2025-04-29T16:00:07.624144,2025-04-29T16:00:13.228384,5.6
14,2025-04-29T16:00:16.230277,2025-04-29T16:00:19.395002,3.16
15,2025-04-29T16:00:22.398284,2025-04-29T16:00:27.519135,5.12
16,2025-04-29T16:00:30.522193,2025-04-29T16:00:34.799876,4.28
17,2025-04-29T16:00:37.802950,2025-04-29T16:00:42.090951,4.29
18,2025-04-29T16:00:45.094218,2025-04-29T16:00:50.570750,5.48
19,2025-04-29T16:00:53.570886,2025-04-29T16:00:56.023307,2.45
20,2025-04-29T16:00:59.026341,2025-04-29T16:01:01.172236,2.15
