start_time,end_time,transfer,bandwidth
0.0,1.0,485 KBytes,3.97 Mbits/sec
1.0,2.0,954 KBytes,7.82 Mbits/sec
2.0,3.0,1.62 MBytes,13.6 Mbits/sec
3.0,4.0,2.73 MBytes,22.9 Mbits/sec
4.0,5.0,3.36 MBytes,28.1 Mbits/sec
5.0,6.0,2.24 MBytes,18.8 Mbits/sec
6.0,7.0,1.74 MBytes,14.6 Mbits/sec
7.0,8.0,1.68 MBytes,14.1 Mbits/sec
8.0,9.0,2.30 MBytes,19.3 Mbits/sec
9.0,10.0,2.24 MBytes,18.8 Mbits/sec
10.0,10.34,1.12 MBytes,27.5 Mbits/sec
0.0,10.34,20.4 MBytes,16.6 Mbits/sec
0.0,10.38,18.9 MBytes,15.3 Mbits/sec
