iteration,start_time,end_time,duration
1,2025-05-01T13:12:53.304123,2025-05-01T13:13:04.661310,11.36
2,2025-05-01T13:13:07.662269,2025-05-01T13:13:39.520485,31.86
3,2025-05-01T13:13:42.522319,2025-05-01T13:14:09.095839,26.57
4,2025-05-01T13:14:12.096483,2025-05-01T13:14:35.628274,23.53
5,2025-05-01T13:14:38.630247,2025-05-01T13:15:05.047433,26.42
6,2025-05-01T13:15:08.050353,2025-05-01T13:15:29.255076,21.2
7,2025-05-01T13:15:32.257828,2025-05-01T13:15:58.092459,25.83
8,2025-05-01T13:16:01.094294,2025-05-01T13:16:27.047492,25.95
9,2025-05-01T13:16:30.050274,2025-05-01T13:16:56.900577,26.85
10,2025-05-01T13:16:59.902593,2025-05-01T13:17:28.253983,28.35
11,2025-05-01T13:17:31.256806,2025-05-01T13:17:55.410682,24.15
12,2025-05-01T13:17:58.410977,2025-05-01T13:18:27.815767,29.4
13,2025-05-01T13:18:30.818248,2025-05-01T13:18:59.351390,28.53
14,2025-05-01T13:19:02.354916,2025-05-01T13:19:28.197951,25.84
15,2025-05-01T13:19:31.198273,2025-05-01T13:19:54.185724,22.99
16,2025-05-01T13:19:57.186246,2025-05-01T13:20:26.888716,29.7
17,2025-05-01T13:20:29.890275,2025-05-01T13:21:00.401296,30.51
18,2025-05-01T13:21:03.402513,2025-05-01T13:21:33.081898,29.68
19,2025-05-01T13:21:36.082247,2025-05-01T13:22:02.970459,26.89
20,2025-05-01T13:22:05.970885,2025-05-01T13:22:30.601051,24.63
