iteration,start_time,end_time,duration
1,2025-05-02T11:27:28.011095,2025-05-02T11:27:58.169535,30.16
2,2025-05-02T11:28:03.174265,2025-05-02T11:28:31.158880,27.98
3,2025-05-02T11:28:36.162269,2025-05-02T11:29:07.783380,31.62
4,2025-05-02T11:29:12.788625,2025-05-02T11:29:47.444923,34.66
5,2025-05-02T11:29:52.446248,2025-05-02T11:30:22.393140,29.95
6,2025-05-02T11:30:27.396004,2025-05-02T11:31:03.234523,35.84
7,2025-05-02T11:31:08.238257,2025-05-02T11:31:46.899143,38.66
8,2025-05-02T11:31:51.899593,2025-05-02T11:32:27.989895,36.09
9,2025-05-02T11:32:32.994477,2025-05-02T11:33:09.982363,36.99
10,2025-05-02T11:33:14.987514,2025-05-02T11:33:54.344191,39.36
11,2025-05-02T11:33:59.346254,2025-05-02T11:34:37.969837,38.62
12,2025-05-02T11:34:42.973703,2025-05-02T11:35:18.673723,35.7
13,2025-05-02T11:35:23.678417,2025-05-02T11:36:01.331009,37.65
14,2025-05-02T11:36:06.333869,2025-05-02T11:36:35.290002,28.96
15,2025-05-02T11:36:40.290260,2025-05-02T11:37:16.504412,36.21
16,2025-05-02T11:37:21.506243,2025-05-02T11:37:58.882885,37.38
17,2025-05-02T11:38:03.886251,2025-05-02T11:38:35.837437,31.95
18,2025-05-02T11:38:40.842644,2025-05-02T11:39:17.000440,36.16
19,2025-05-02T11:39:22.002073,2025-05-02T11:40:00.248583,38.25
20,2025-05-02T11:40:05.250247,2025-05-02T11:40:10.692638,5.44
