iteration,start_time,end_time,duration
1,2025-05-15T16:18:09.808334,2025-05-15T16:18:43.741179,33.93
2,2025-05-15T16:18:48.741918,2025-05-15T16:19:21.183987,32.44
3,2025-05-15T16:19:26.186294,2025-05-15T16:19:57.755368,31.57
4,2025-05-15T16:20:02.758288,2025-05-15T16:20:36.169777,33.41
5,2025-05-15T16:20:41.174491,2025-05-15T16:21:14.901993,33.73
6,2025-05-15T16:21:19.903972,2025-05-15T16:21:49.285844,29.38
7,2025-05-15T16:21:54.290246,2025-05-15T16:22:24.653417,30.36
8,2025-05-15T16:22:29.658304,2025-05-15T16:23:01.924738,32.27
9,2025-05-15T16:23:06.926414,2025-05-15T16:23:42.848510,35.92
10,2025-05-15T16:23:47.848908,2025-05-15T16:24:20.070017,32.22
11,2025-05-15T16:24:25.074283,2025-05-15T16:25:00.812440,35.74
12,2025-05-15T16:25:05.812754,2025-05-15T16:25:41.211842,35.4
13,2025-05-15T16:25:46.214247,2025-05-15T16:26:19.248015,33.03
14,2025-05-15T16:26:24.250284,2025-05-15T16:26:56.837638,32.59
15,2025-05-15T16:27:01.842267,2025-05-15T16:27:30.301364,28.46
16,2025-05-15T16:27:35.306252,2025-05-15T16:28:08.475561,33.17
17,2025-05-15T16:28:13.478594,2025-05-15T16:28:47.665514,34.19
18,2025-05-15T16:28:52.666835,2025-05-15T16:29:24.881579,32.21
19,2025-05-15T16:29:29.882243,2025-05-15T16:29:57.694847,27.81
20,2025-05-15T16:30:02.698340,2025-05-15T16:30:29.196791,26.5
