iteration,start_time,end_time,duration
1,2025-05-01T13:00:15.823669,2025-05-01T13:00:43.435117,27.61
2,2025-05-01T13:00:46.438367,2025-05-01T13:01:17.488296,31.05
3,2025-05-01T13:01:20.489208,2025-05-01T13:01:46.300766,25.81
4,2025-05-01T13:01:49.302287,2025-05-01T13:02:16.609945,27.31
5,2025-05-01T13:02:19.610418,2025-05-01T13:02:49.555776,29.95
6,2025-05-01T13:02:52.556289,2025-05-01T13:03:20.939031,28.38
7,2025-05-01T13:03:23.939196,2025-05-01T13:03:52.538662,28.6
8,2025-05-01T13:03:55.538912,2025-05-01T13:04:27.024129,31.49
9,2025-05-01T13:04:30.027492,2025-05-01T13:05:00.388203,30.36
10,2025-05-01T13:05:03.388726,2025-05-01T13:05:32.314136,28.93
11,2025-05-01T13:05:35.315309,2025-05-01T13:06:02.943799,27.63
12,2025-05-01T13:06:05.946265,2025-05-01T13:06:35.212492,29.27
13,2025-05-01T13:06:38.212848,2025-05-01T13:07:06.274329,28.06
14,2025-05-01T13:07:09.274585,2025-05-01T13:07:35.384551,26.11
15,2025-05-01T13:07:38.386278,2025-05-01T13:08:02.692301,24.31
16,2025-05-01T13:08:05.694239,2025-05-01T13:08:33.892412,28.2
17,2025-05-01T13:08:36.894322,2025-05-01T13:09:05.145621,28.25
18,2025-05-01T13:09:08.146238,2025-05-01T13:09:18.463124,10.32
19,2025-05-01T13:09:21.466256,2025-05-01T13:09:47.213900,25.75
20,2025-05-01T13:09:50.214327,2025-05-01T13:10:17.273832,27.06
