iteration,start_time,end_time,duration
1,2025-05-15T17:07:16.913647,2025-05-15T17:08:14.574799,57.66
2,2025-05-15T17:08:19.575514,2025-05-15T17:09:18.577490,59.0
3,2025-05-15T17:09:23.582250,2025-05-15T17:10:20.810997,57.23
4,2025-05-15T17:10:25.814322,2025-05-15T17:11:26.539255,60.72
5,2025-05-15T17:11:31.542257,2025-05-15T17:12:26.638645,55.1
6,2025-05-15T17:12:31.642248,2025-05-15T17:13:26.494992,54.85
7,2025-05-15T17:13:31.496169,2025-05-15T17:14:26.120811,54.62
8,2025-05-15T17:14:31.122276,2025-05-15T17:15:28.629314,57.51
9,2025-05-15T17:15:33.634258,2025-05-15T17:16:29.681587,56.05
10,2025-05-15T17:16:34.686340,2025-05-15T17:17:27.120222,52.43
11,2025-05-15T17:17:32.122316,2025-05-15T17:18:25.271331,53.15
12,2025-05-15T17:18:30.274394,2025-05-15T17:19:24.910517,54.64
13,2025-05-15T17:19:29.914249,2025-05-15T17:20:28.007439,58.09
14,2025-05-15T17:20:33.010247,2025-05-15T17:21:25.952972,52.94
15,2025-05-15T17:21:30.955045,2025-05-15T17:22:27.255088,56.3
16,2025-05-15T17:22:32.259115,2025-05-15T17:23:23.885477,51.63
17,2025-05-15T17:23:28.889020,2025-05-15T17:24:23.742650,54.85
18,2025-05-15T17:24:28.748597,2025-05-15T17:25:17.712282,48.96
19,2025-05-15T17:25:22.714252,2025-05-15T17:26:18.330833,55.62
20,2025-05-15T17:26:23.333895,2025-05-15T17:27:15.010567,51.68
