start_time,end_time,transfer,bandwidth
0.0,1.0,981 KBytes,8.04 Mbits/sec
1.0,2.0,1.37 MBytes,11.5 Mbits/sec
2.0,3.0,1.62 MBytes,13.6 Mbits/sec
3.0,4.0,1.06 MBytes,8.86 Mbits/sec
4.0,5.0,2.67 MBytes,22.4 Mbits/sec
5.0,6.0,2.17 MBytes,18.2 Mbits/sec
6.0,7.0,2.24 MBytes,18.8 Mbits/sec
7.0,8.0,1.74 MBytes,14.6 Mbits/sec
8.0,9.0,1.74 MBytes,14.6 Mbits/sec
9.0,10.0,1.30 MBytes,10.9 Mbits/sec
10.0,11.0,1.99 MBytes,16.7 Mbits/sec
11.0,11.56,1.24 MBytes,18.6 Mbits/sec
0.0,11.56,20.1 MBytes,14.6 Mbits/sec
0.0,11.58,19.5 MBytes,14.1 Mbits/sec
