iteration,start_time,end_time,duration
1,2025-05-15T14:40:44.817235,2025-05-15T14:40:55.056477,10.24
2,2025-05-15T14:41:00.061747,2025-05-15T14:41:10.302235,10.24
3,2025-05-15T14:41:15.303112,2025-05-15T14:41:16.892782,1.59
4,2025-05-15T14:41:21.894254,2025-05-15T14:41:31.318314,9.42
5,2025-05-15T14:41:36.322242,2025-05-15T14:41:45.620769,9.3
6,2025-05-15T14:41:50.622269,2025-05-15T14:42:00.619566,10.0
7,2025-05-15T14:42:05.619750,2025-05-15T14:42:17.494199,11.87
8,2025-05-15T14:42:22.498250,2025-05-15T14:42:30.361550,7.86
9,2025-05-15T14:42:35.361712,2025-05-15T14:42:45.088271,9.73
10,2025-05-15T14:42:50.090271,2025-05-15T14:43:02.205715,12.12
11,2025-05-15T14:43:07.210237,2025-05-15T14:43:17.261878,10.05
12,2025-05-15T14:43:22.266241,2025-05-15T14:43:32.860421,10.59
13,2025-05-15T14:43:37.861752,2025-05-15T14:43:47.203701,9.34
14,2025-05-15T14:43:52.206205,2025-05-15T14:44:02.735987,10.53
15,2025-05-15T14:44:07.741063,2025-05-15T14:44:18.713449,10.97
16,2025-05-15T14:44:23.718256,2025-05-15T14:44:36.560053,12.84
17,2025-05-15T14:44:41.560191,2025-05-15T14:44:51.485626,9.93
18,2025-05-15T14:44:56.490243,2025-05-15T14:45:07.389146,10.9
19,2025-05-15T14:45:12.394232,2025-05-15T14:45:23.977004,11.58
20,2025-05-15T14:45:28.978242,2025-05-15T14:45:41.435113,12.46
