iteration,start_time,end_time,duration
1,2025-05-15T15:39:55.770077,2025-05-15T15:40:12.964561,17.19
2,2025-05-15T15:40:15.966829,2025-05-15T15:40:33.153620,17.19
3,2025-05-15T15:40:36.154596,2025-05-15T15:40:50.096137,13.94
4,2025-05-15T15:40:53.098249,2025-05-15T15:41:10.738880,17.64
5,2025-05-15T15:41:13.742414,2025-05-15T15:41:31.461720,17.72
6,2025-05-15T15:41:34.462396,2025-05-15T15:41:50.633641,16.17
7,2025-05-15T15:41:53.634123,2025-05-15T15:42:12.543806,18.91
8,2025-05-15T15:42:15.546187,2025-05-15T15:42:32.804885,17.26
9,2025-05-15T15:42:35.806246,2025-05-15T15:42:53.498798,17.69
10,2025-05-15T15:42:56.499059,2025-05-15T15:43:12.137224,15.64
11,2025-05-15T15:43:15.140470,2025-05-15T15:43:31.130639,15.99
12,2025-05-15T15:43:34.131205,2025-05-15T15:43:47.548140,13.42
13,2025-05-15T15:43:50.548797,2025-05-15T15:44:04.352495,13.8
14,2025-05-15T15:44:07.354264,2025-05-15T15:44:23.290232,15.94
15,2025-05-15T15:44:26.290448,2025-05-15T15:44:42.529553,16.24
16,2025-05-15T15:44:45.530267,2025-05-15T15:45:02.511572,16.98
17,2025-05-15T15:45:05.514256,2025-05-15T15:45:20.466851,14.95
18,2025-05-15T15:45:23.467149,2025-05-15T15:45:40.422579,16.96
19,2025-05-15T15:45:43.422777,2025-05-15T15:46:00.338638,16.92
20,2025-05-15T15:46:03.341717,2025-05-15T15:46:16.914802,13.57
