traffic_device,avg_bandwidth_Mbps,var_bandwidth_Mbps
Traffic1,4.69991697080292,2.8276160911330686
Traffic2,4.64657196969697,2.7686523020894827
Traffic3,4.640693345323741,2.6901559272084135
Traffic4,4.885892518939394,5.819067879575899
Traffic5,4.778852002967359,3.285619406381837
Traffic6,4.624811692969871,3.3542664136639386
