traffic_device,avg_bandwidth_Mbps,var_bandwidth_Mbps
Traffic1,8.411414388020834,10.052247271662289
Traffic2,8.45991737565445,10.787052955327587
Traffic3,7.867564786585366,7.020634539676555
Traffic4,8.580693982712766,13.045982657880595
Traffic5,8.843779030054646,14.993151807131982
Traffic6,8.604540833333333,16.447484030572223
