iteration,start_time,end_time,duration
1,2025-05-01T13:00:16.267397,2025-05-01T13:00:44.794792,28.53
2,2025-05-01T13:00:47.798229,2025-05-01T13:01:12.133472,24.34
3,2025-05-01T13:01:15.134287,2025-05-01T13:01:43.510847,28.38
4,2025-05-01T13:01:46.513573,2025-05-01T13:02:08.382472,21.87
5,2025-05-01T13:02:11.384261,2025-05-01T13:02:36.566763,25.18
6,2025-05-01T13:02:39.569650,2025-05-01T13:03:06.669727,27.1
7,2025-05-01T13:03:09.671225,2025-05-01T13:03:38.129549,28.46
8,2025-05-01T13:03:41.130247,2025-05-01T13:04:08.060573,26.93
9,2025-05-01T13:04:11.062546,2025-05-01T13:04:40.354710,29.29
10,2025-05-01T13:04:43.357933,2025-05-01T13:05:14.912484,31.55
11,2025-05-01T13:05:17.912918,2025-05-01T13:05:46.371889,28.46
12,2025-05-01T13:05:49.374281,2025-05-01T13:06:16.949075,27.57
13,2025-05-01T13:06:19.950307,2025-05-01T13:06:47.211010,27.26
14,2025-05-01T13:06:50.213333,2025-05-01T13:07:16.541220,26.33
15,2025-05-01T13:07:19.542301,2025-05-01T13:07:45.532286,25.99
16,2025-05-01T13:07:48.534209,2025-05-01T13:08:14.918539,26.38
17,2025-05-01T13:08:17.918709,2025-05-01T13:08:44.532068,26.61
18,2025-05-01T13:08:47.534255,2025-05-01T13:09:12.995481,25.46
19,2025-05-01T13:09:15.998439,2025-05-01T13:09:43.933081,27.93
20,2025-05-01T13:09:46.933254,2025-05-01T13:10:15.247193,28.31
