traffic,avg_duration,std_dev
Traffic1,26.125,2.2381633095017888
Traffic2,25.1,4.773887304912004
Traffic3,26.375,2.254855871225476
Traffic4,26.3,2.0999999999999996
Traffic5,26.725,2.0123058912600738
Traffic6,26.3,2.2605309110914633
