traffic,avg_duration,std_dev
Traffic1,25.725,1.8972018869904175
Traffic2,25.05,3.8402473878644847
Traffic3,26.2,2.2271057451320084
Traffic4,25.775,2.173562743515816
Traffic5,25.8,2.0639767440550294
Traffic6,25.7,2.891366458960192
