iteration,start_time,end_time,duration
1,2025-05-15T17:41:57.242572,2025-05-15T17:42:25.218449,27.98
2,2025-05-15T17:42:28.221874,2025-05-15T17:42:50.793844,22.57
3,2025-05-15T17:42:53.794266,2025-05-15T17:43:20.405751,26.61
4,2025-05-15T17:43:23.406238,2025-05-15T17:43:43.623991,20.22
5,2025-05-15T17:43:46.624639,2025-05-15T17:44:13.810201,27.19
6,2025-05-15T17:44:16.811274,2025-05-15T17:44:37.972735,21.16
7,2025-05-15T17:44:40.974269,2025-05-15T17:45:10.556177,29.58
8,2025-05-15T17:45:13.559239,2025-05-15T17:45:42.289313,28.73
9,2025-05-15T17:45:45.290274,2025-05-15T17:46:12.447484,27.16
10,2025-05-15T17:46:15.450317,2025-05-15T17:46:41.228862,25.78
11,2025-05-15T17:46:44.230249,2025-05-15T17:47:09.394883,25.16
12,2025-05-15T17:47:12.395302,2025-05-15T17:47:38.285417,25.89
13,2025-05-15T17:47:41.286260,2025-05-15T17:48:06.376508,25.09
14,2025-05-15T17:48:09.378284,2025-05-15T17:48:36.185760,26.81
15,2025-05-15T17:48:39.189210,2025-05-15T17:49:03.197590,24.01
16,2025-05-15T17:49:06.198251,2025-05-15T17:49:30.129384,23.93
17,2025-05-15T17:49:33.130284,2025-05-15T17:50:02.615070,29.48
18,2025-05-15T17:50:05.615228,2025-05-15T17:50:36.783730,31.17
19,2025-05-15T17:50:39.786935,2025-05-15T17:51:07.000683,27.21
20,2025-05-15T17:51:10.002278,2025-05-15T17:51:38.855927,28.85
