start_time,end_time,transfer,bandwidth
0.0,1.0,1.41 MBytes,11.8 Mbits/sec
1.0,2.0,1.37 MBytes,11.5 Mbits/sec
2.0,3.0,1.24 MBytes,10.4 Mbits/sec
3.0,4.0,1.24 MBytes,10.4 Mbits/sec
4.0,5.0,1.12 MBytes,9.38 Mbits/sec
5.0,6.0,764 KBytes,6.26 Mbits/sec
6.0,7.0,1.80 MBytes,15.1 Mbits/sec
7.0,8.0,1.74 MBytes,14.6 Mbits/sec
8.0,9.0,1.74 MBytes,14.6 Mbits/sec
9.0,10.0,1.99 MBytes,16.7 Mbits/sec
10.0,11.0,2.73 MBytes,22.9 Mbits/sec
11.0,12.0,2.98 MBytes,25.1 Mbits/sec
0.0,12.0,20.1 MBytes,14.1 Mbits/sec
0.0,12.04,19.0 MBytes,13.2 Mbits/sec
