Time (in HH:MM:SS) ,Time (s), Threshold
15:27:22, 0.0009648799896240234, 40
15:27:22, 0.007812738418579102, 40
15:27:22, 0.013527870178222656, 40
15:27:22, 0.020214080810546875, 40
15:27:22, 0.026249408721923828, 40
15:27:22, 0.03235030174255371, 40
15:27:22, 0.03863167762756348, 40
15:27:22, 0.044782400131225586, 40
15:27:22, 0.05112409591674805, 40
15:27:22, 0.05901169776916504, 40
15:27:22, 0.06541991233825684, 40
15:27:22, 0.07126235961914062, 40
15:27:22, 0.07748556137084961, 40
15:27:22, 0.08368444442749023, 40
15:27:22, 0.09010529518127441, 40
15:27:22, 0.09644126892089844, 40
15:27:22, 0.10290670394897461, 40
15:27:22, 0.11002945899963379, 40
15:27:22, 0.11638450622558594, 40
15:27:22, 0.12297940254211426, 40
15:27:22, 0.12924575805664062, 40
15:27:22, 0.13554835319519043, 40
15:27:22, 0.142012357711792, 40
15:27:22, 0.1487720012664795, 40
15:27:22, 0.1553208827972412, 40
15:27:22, 0.16445279121398926, 40
15:27:22, 0.17100858688354492, 40
15:27:22, 0.18344712257385254, 40
15:27:22, 0.18949532508850098, 40
15:27:22, 0.1958460807800293, 40
15:27:22, 0.20208072662353516, 40
15:27:22, 0.20797348022460938, 40
15:27:22, 0.21402668952941895, 40
15:27:22, 0.23476243019104004, 40
15:27:22, 0.2409834861755371, 40
15:27:22, 0.24740147590637207, 40
15:27:22, 0.259199857711792, 40
15:27:22, 0.26637816429138184, 40
15:27:22, 0.28275275230407715, 40
15:27:22, 0.2897369861602783, 40
15:27:22, 0.29628658294677734, 40
15:27:22, 0.3027627468109131, 40
15:27:22, 0.30927109718322754, 40
15:27:22, 0.3159759044647217, 40
15:27:22, 0.32209038734436035, 40
15:27:22, 0.32827067375183105, 40
15:27:22, 0.33468079566955566, 40
15:27:22, 0.34175944328308105, 40
15:27:22, 0.3493199348449707, 40
15:27:22, 0.35841894149780273, 40
15:27:22, 0.3643827438354492, 40
15:27:22, 0.3704214096069336, 40
15:27:22, 0.3779783248901367, 40
15:27:22, 0.3838174343109131, 40
15:27:22, 0.3898487091064453, 40
15:27:22, 0.3960554599761963, 40
15:27:22, 0.40247559547424316, 40
15:27:22, 0.40844154357910156, 40
15:27:22, 0.4148879051208496, 40
15:27:22, 0.42122387886047363, 40
15:27:22, 0.4272756576538086, 40
15:27:22, 0.4332695007324219, 40
15:27:22, 0.439730167388916, 40
15:27:22, 0.44658613204956055, 40
15:27:22, 0.4528169631958008, 40
15:27:22, 0.45912671089172363, 40
15:27:22, 0.46518850326538086, 40
15:27:22, 0.47138428688049316, 40
15:27:22, 0.4781508445739746, 40
15:27:22, 0.48442816734313965, 40
15:27:22, 0.49065160751342773, 40
15:27:22, 0.4971036911010742, 40
15:27:22, 0.5040364265441895, 40
15:27:22, 0.5097959041595459, 40
15:27:22, 0.5161280632019043, 40
15:27:22, 0.5230493545532227, 40
15:27:22, 0.5295917987823486, 40
15:27:22, 0.5360076427459717, 40
15:27:22, 0.5419285297393799, 40
15:27:22, 0.5480561256408691, 40
15:27:22, 0.5538194179534912, 40
15:27:22, 0.5602560043334961, 40
15:27:22, 0.5671653747558594, 40
15:27:22, 0.5731096267700195, 40
15:27:22, 0.5788993835449219, 40
15:27:22, 0.5857999324798584, 40
15:27:22, 0.5919017791748047, 40
15:27:22, 0.5980596542358398, 40
15:27:22, 0.6038787364959717, 40
15:27:22, 0.6095001697540283, 40
15:27:22, 0.6152377128601074, 40
15:27:22, 0.620814323425293, 40
15:27:23, 0.6264646053314209, 40
15:27:23, 0.632293701171875, 40
15:27:23, 0.638380765914917, 40
15:27:23, 0.6444082260131836, 40
15:27:23, 0.6500885486602783, 40
15:27:23, 0.6559247970581055, 40
15:27:23, 0.661909818649292, 40
15:27:23, 0.6676509380340576, 40
15:27:23, 0.6736807823181152, 40
15:27:23, 0.6797618865966797, 40
15:27:23, 0.6853094100952148, 40
15:27:23, 0.6909337043762207, 40
15:27:23, 0.6965188980102539, 40
15:27:23, 0.7023715972900391, 40
15:27:23, 0.7079527378082275, 40
15:27:23, 0.7137019634246826, 40
15:27:23, 0.7192330360412598, 40
15:27:23, 0.725017786026001, 40
15:27:23, 0.7306201457977295, 40
15:27:23, 0.7368824481964111, 40
15:27:23, 0.7423346042633057, 40
15:27:23, 0.7486288547515869, 40
15:27:23, 0.7546887397766113, 40
15:27:23, 0.7605705261230469, 40
15:27:23, 0.7666006088256836, 40
15:27:23, 0.7724392414093018, 40
15:27:23, 0.7787609100341797, 40
15:27:23, 0.7847256660461426, 40
15:27:23, 0.7909350395202637, 40
15:27:23, 0.7969064712524414, 40
15:27:23, 0.8025734424591064, 40
15:27:23, 0.8080809116363525, 40
15:27:23, 0.813690185546875, 40
15:27:23, 0.8191356658935547, 40
15:27:23, 0.8248083591461182, 40
15:27:23, 0.8303461074829102, 40
15:27:23, 0.8363707065582275, 40
15:27:23, 0.8419673442840576, 40
15:27:23, 0.8478360176086426, 40
15:27:23, 0.8538823127746582, 40
15:27:23, 0.8594014644622803, 40
15:27:23, 0.864917516708374, 40
15:27:23, 0.870499849319458, 40
15:27:23, 0.8758983612060547, 40
15:27:23, 0.8815426826477051, 40
15:27:23, 0.8871634006500244, 40
15:27:23, 0.893190860748291, 40
15:27:23, 0.899057149887085, 40
15:27:23, 0.9045703411102295, 40
15:27:23, 0.9103195667266846, 40
15:27:23, 0.9161059856414795, 40
15:27:23, 0.9217033386230469, 40
15:27:23, 0.9275188446044922, 40
15:27:23, 0.9331915378570557, 40
15:27:23, 0.9386522769927979, 40
15:27:23, 0.9444239139556885, 40
15:27:23, 0.950160026550293, 40
15:27:23, 0.9559900760650635, 40
15:27:23, 0.9616961479187012, 40
15:27:23, 0.9674844741821289, 40
15:27:23, 0.9735596179962158, 40
15:27:23, 0.9791309833526611, 40
15:27:23, 0.9849774837493896, 40
15:27:23, 0.9907264709472656, 40
15:27:23, 0.9970858097076416, 40
15:27:23, 1.0027730464935303, 40
15:27:23, 1.008526086807251, 40
15:27:23, 1.0146934986114502, 40
15:27:23, 1.0202991962432861, 40
15:27:23, 1.0263638496398926, 40
15:27:23, 1.0322909355163574, 40
15:27:23, 1.0382742881774902, 40
15:27:23, 1.0439200401306152, 40
15:27:23, 1.0497891902923584, 40
15:27:23, 1.0556769371032715, 40
15:27:23, 1.06129789352417, 40
15:27:23, 1.0669326782226562, 40
15:27:23, 1.072746992111206, 40
15:27:23, 1.078397274017334, 40
15:27:23, 1.084465503692627, 40
15:27:23, 1.0911893844604492, 40
15:27:23, 1.0969984531402588, 40
15:27:23, 1.1031866073608398, 40
15:27:23, 1.1090939044952393, 40
15:27:23, 1.1148927211761475, 40
15:27:23, 1.1210215091705322, 40
15:27:23, 1.127366304397583, 40
15:27:23, 1.1332590579986572, 40
15:27:23, 1.139110803604126, 40
15:27:23, 1.144749641418457, 40
15:27:23, 1.150676965713501, 40
15:27:23, 1.1566259860992432, 40
15:27:23, 1.1647629737854004, 40
15:27:23, 1.1703312397003174, 40
15:27:23, 1.176041841506958, 40
15:27:23, 1.1815876960754395, 40
15:27:23, 1.1873891353607178, 40
15:27:23, 1.1938142776489258, 40
15:27:23, 1.1995437145233154, 40
15:27:23, 1.20550537109375, 40
15:27:23, 1.2123761177062988, 40
15:27:23, 1.2192435264587402, 40
15:27:23, 1.2254877090454102, 40
15:27:23, 1.2322697639465332, 40
15:27:23, 1.2379400730133057, 40
15:27:23, 1.2436645030975342, 40
15:27:23, 1.2492518424987793, 40
15:27:23, 1.2557122707366943, 40
15:27:23, 1.2613234519958496, 40
15:27:23, 1.2669041156768799, 40
15:27:23, 1.27268385887146, 40
15:27:23, 1.2782626152038574, 40
15:27:23, 1.283980369567871, 40
15:27:23, 1.2895021438598633, 40
15:27:23, 1.2949697971343994, 40
15:27:23, 1.3004517555236816, 40
15:27:23, 1.3063592910766602, 40
15:27:23, 1.311922311782837, 40
15:27:23, 1.3178160190582275, 40
15:27:23, 1.3241055011749268, 40
15:27:23, 1.3301582336425781, 40
15:27:23, 1.3364226818084717, 40
15:27:23, 1.3429725170135498, 40
15:27:23, 1.348513126373291, 40
15:27:23, 1.3549034595489502, 40
15:27:23, 1.3605895042419434, 40
15:27:23, 1.3662354946136475, 40
15:27:23, 1.37168550491333, 40
15:27:23, 1.3776824474334717, 40
15:27:23, 1.3835275173187256, 40
15:27:23, 1.3891143798828125, 40
15:27:23, 1.3946583271026611, 40
