Time (in HH:MM:SS) ,Time (s), Queue Length
17:04:08, 0.0004932880401611328, 3
17:04:08, 0.006668567657470703, 3
17:04:08, 0.013499259948730469, 3
17:04:08, 0.02001667022705078, 3
17:04:08, 0.02638697624206543, 3
17:04:08, 0.03462338447570801, 3
17:04:08, 0.04070854187011719, 3
17:04:08, 0.05186176300048828, 3
17:04:08, 0.05920100212097168, 3
17:04:08, 0.06557130813598633, 3
17:04:08, 0.0744009017944336, 3
17:04:08, 0.08070683479309082, 3
17:04:08, 0.0868377685546875, 3
17:04:08, 0.09331536293029785, 3
17:04:08, 0.09940195083618164, 3
17:04:08, 0.10563230514526367, 3
17:04:08, 0.11153745651245117, 3
17:04:08, 0.11749053001403809, 3
17:04:08, 0.12537384033203125, 3
17:04:08, 0.13170218467712402, 3
17:04:08, 0.1379086971282959, 3
17:04:08, 0.14409899711608887, 3
17:04:08, 0.15018177032470703, 3
17:04:08, 0.15622639656066895, 3
17:04:08, 0.16245603561401367, 3
17:04:08, 0.16860675811767578, 3
17:04:08, 0.1744248867034912, 3
17:04:08, 0.18028664588928223, 3
17:04:08, 0.18700003623962402, 3
17:04:08, 0.19298911094665527, 3
17:04:08, 0.19903135299682617, 3
17:04:08, 0.2085285186767578, 3
17:04:08, 0.21469736099243164, 3
17:04:08, 0.22136640548706055, 3
17:04:08, 0.22728776931762695, 3
17:04:08, 0.23335909843444824, 3
17:04:08, 0.23926806449890137, 3
17:04:08, 0.2448573112487793, 3
17:04:08, 0.25121641159057617, 3
17:04:08, 0.25725221633911133, 3
17:04:08, 0.2632575035095215, 3
17:04:08, 0.2689855098724365, 3
17:04:08, 0.286332368850708, 3
17:04:08, 0.29550719261169434, 3
17:04:08, 0.3039515018463135, 3
17:04:08, 0.312603235244751, 3
17:04:08, 0.3186452388763428, 3
17:04:08, 0.32471680641174316, 3
17:04:08, 0.3376591205596924, 3
17:04:08, 0.34668993949890137, 3
17:04:08, 0.35471105575561523, 3
17:04:08, 0.3610072135925293, 3
17:04:08, 0.36711692810058594, 3
17:04:08, 0.37308359146118164, 3
17:04:08, 0.37938570976257324, 3
17:04:08, 0.385420560836792, 3
17:04:08, 0.3915543556213379, 3
17:04:08, 0.39751505851745605, 3
17:04:08, 0.4067878723144531, 3
17:04:08, 0.4130399227142334, 3
17:04:08, 0.4193077087402344, 3
17:04:08, 0.42577075958251953, 3
17:04:08, 0.43164682388305664, 3
17:04:08, 0.43773484230041504, 3
17:04:08, 0.4439384937286377, 3
17:04:08, 0.44977712631225586, 3
17:04:08, 0.46646761894226074, 3
17:04:08, 0.4920334815979004, 3
17:04:08, 0.4978604316711426, 3
17:04:08, 0.5108399391174316, 3
17:04:08, 0.5172138214111328, 3
17:04:08, 0.5230827331542969, 3
17:04:08, 0.5291440486907959, 3
17:04:08, 0.5353584289550781, 3
17:04:08, 0.5415933132171631, 3
17:04:09, 0.5477399826049805, 3
17:04:09, 0.5535674095153809, 3
17:04:09, 0.5594432353973389, 3
17:04:09, 0.5654339790344238, 3
17:04:09, 0.5714066028594971, 3
17:04:09, 0.5773208141326904, 3
17:04:09, 0.5835747718811035, 3
17:04:09, 0.5895276069641113, 3
17:04:09, 0.5954177379608154, 3
17:04:09, 0.601581335067749, 3
17:04:09, 0.6073722839355469, 3
17:04:09, 0.6133830547332764, 3
17:04:09, 0.6193637847900391, 3
17:04:09, 0.6258461475372314, 3
17:04:09, 0.6325392723083496, 3
17:04:09, 0.6388530731201172, 3
17:04:09, 0.6448843479156494, 3
17:04:09, 0.6510462760925293, 3
17:04:09, 0.6569156646728516, 3
17:04:09, 0.6647894382476807, 3
17:04:09, 0.6717183589935303, 3
17:04:09, 0.6812148094177246, 3
17:04:09, 0.6885771751403809, 3
17:04:09, 0.6943047046661377, 3
17:04:09, 0.7026233673095703, 3
17:04:09, 0.7093503475189209, 3
17:04:09, 0.7223074436187744, 3
17:04:09, 0.7283952236175537, 3
17:04:09, 0.7343728542327881, 3
17:04:09, 0.7404248714447021, 3
17:04:09, 0.7460520267486572, 3
17:04:09, 0.7515580654144287, 3
17:04:09, 0.7572968006134033, 3
17:04:09, 0.7630612850189209, 3
17:04:09, 0.7691750526428223, 3
17:04:09, 0.7746982574462891, 3
17:04:09, 0.7804698944091797, 3
17:04:09, 0.786494255065918, 3
17:04:09, 0.7923510074615479, 3
17:04:09, 0.7978532314300537, 3
17:04:09, 0.8036534786224365, 3
17:04:09, 0.8092825412750244, 3
17:04:09, 0.814723014831543, 3
17:04:09, 0.8204302787780762, 3
17:04:09, 0.8260660171508789, 3
17:04:09, 0.8315727710723877, 3
