traffic_device,avg_bandwidth_Mbps,var_bandwidth_Mbps
Traffic1,5.011955378020265,2.297987848237834
Traffic2,5.035204176447575,2.6399356411263124
Traffic3,5.057999213836478,2.6187170021613317
Traffic4,5.009872955607476,2.518314670021132
Traffic5,5.008426799610895,2.3838659513689646
Traffic6,4.92441783116386,2.3839714346096677
