traffic_device,avg_bandwidth_Mbps,var_bandwidth_Mbps
Traffic1,3.014412852112676,1.5597592197930097
Traffic2,2.982748520194986,1.305334054317172
Traffic3,2.8908733397118413,0.6031585848847518
Traffic4,3.0000366530373834,1.0394452815402435
Traffic5,2.9565981813996314,0.6309331141770276
Traffic6,2.963126874711583,1.4836174502715633
