iteration,start_time,end_time,duration
1,2025-05-15T15:28:09.677361,2025-05-15T15:28:28.117963,18.44
2,2025-05-15T15:28:31.118472,2025-05-15T15:28:49.325316,18.21
3,2025-05-15T15:28:52.326262,2025-05-15T15:29:11.780100,19.45
4,2025-05-15T15:29:14.780421,2025-05-15T15:29:30.996853,16.22
5,2025-05-15T15:29:33.998247,2025-05-15T15:29:50.364543,16.37
6,2025-05-15T15:29:53.366262,2025-05-15T15:30:06.286601,12.92
7,2025-05-15T15:30:09.286833,2025-05-15T15:30:25.377061,16.09
8,2025-05-15T15:30:28.377359,2025-05-15T15:30:46.743689,18.37
9,2025-05-15T15:30:49.744359,2025-05-15T15:31:04.718962,14.97
10,2025-05-15T15:31:07.719173,2025-05-15T15:31:24.730321,17.01
11,2025-05-15T15:31:27.733684,2025-05-15T15:31:44.900037,17.17
12,2025-05-15T15:31:47.900573,2025-05-15T15:32:03.347877,15.45
13,2025-05-15T15:32:06.350331,2025-05-15T15:32:22.166673,15.82
14,2025-05-15T15:32:25.168092,2025-05-15T15:32:41.974836,16.81
15,2025-05-15T15:32:44.976676,2025-05-15T15:32:58.693939,13.72
16,2025-05-15T15:33:01.694138,2025-05-15T15:33:16.563349,14.87
17,2025-05-15T15:33:19.566436,2025-05-15T15:33:32.334157,12.77
18,2025-05-15T15:33:35.336066,2025-05-15T15:33:49.154295,13.82
19,2025-05-15T15:33:52.155440,2025-05-15T15:34:07.318717,15.16
20,2025-05-15T15:34:10.321116,2025-05-15T15:34:27.060390,16.74
