flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,26.290000000000003,16.91018134715026,20.474999999999998
flow2,23.57,17.398808290155444,18.3
flow3,24.339999999999996,16.154041450777203,19.424999999999997
flow4,21.820000000000004,16.28841968911917,22.325
flow5,20.819000000000003,16.59922279792746,19.05
flow6,32.67,16.69455958549223,24.275
flow7,16.907999999999998,16.378678756476685,28.174999999999997
flow8,18.07,15.435310880829014,23.85
