device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,22.85,16.46718085106383,18.65
flow_2,21.10175,16.142287234042552,27.1375
ALL_DEVICES,21.975875000000002,16.304734042553193,22.893749999999997
