device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,23.063913043478262,17.94138582677165,18.065694444444446
flow_2,18.60195652173913,16.543663522012576,19.352777777777774
ALL_DEVICES,20.832934782608696,17.242524674392115,18.70923611111111
