traffic,avg_duration,std_dev
Traffic1,53.45,2.9406631905065224
Traffic2,52.975,3.1183930156412294
Traffic3,52.5,7.459892760623306
Traffic4,54.175,4.415243481394882
Traffic5,53.425,3.040456380216628
Traffic6,53.425,4.061326753660681
