traffic,avg_duration,std_dev
Traffic1,52.25,7.505831066577504
Traffic2,52.85,7.05177282674364
Traffic3,54.525,3.293838945668109
Traffic4,52.525,4.904016211229323
Traffic5,53.3,3.018277654557314
Traffic6,53.375,7.203080938043109
