device,avg_bw_before,avg_bw_during,avg_bw_after
flow_1,19.295,15.783679775280898,20.538461538461533
flow_2,21.663888888888884,15.889465541490857,16.44923076923077
ALL_DEVICES,20.479444444444443,15.836572658385878,18.49384615384615
