flow,avg_bw_before,avg_bw_during,avg_bw_after
flow1,24.5,16.61664893617021,19.05
flow2,23.68,16.786276595744678,15.6
flow3,22.759999999999998,16.54148936170213,18.799999999999997
flow4,20.46,15.924308510638296,21.15
flow5,17.929,16.877765957446805,23.5
flow6,30.1,16.684202127659574,25.05
flow7,18.028,15.564361702127659,35.2
flow8,18.35,15.44281914893617,24.8
